bn:00000004n	صفر 0
bn:00091712v	
bn:00091713v	
bn:00091716v	
bn:00091717v	
bn:00091718v	
bn:00091719v	
bn:00091724v	
bn:00091734v	
bn:00091739v	
bn:00091741v	
bn:00091742v	
bn:00091745v	
bn:00091755v	
bn:00091758v	
bn:00091759v	
bn:00091784v	
bn:00091785v	
bn:00091786v	
bn:00091800v	
bn:00091802v	
bn:00091805v	
bn:00091810v	
bn:00091814v	
bn:00091821v	
bn:00091838v	
bn:00091866v	
bn:00091870v	
bn:00091872v	
bn:00091873v	
bn:00091875v	
bn:00091889v	
bn:00091897v	
bn:00091898v	
bn:00091899v	
bn:00091903v	
bn:00091904v	
bn:00091912v	
bn:00091913v	
bn:00091921v	
bn:00091922v	
bn:00091926v	
bn:00091941v	
bn:00091949v	
bn:00091956v	
bn:00091970v	
bn:00091972v	
bn:00091979v	
bn:00091980v	
bn:00091983v	
bn:00091986v	
bn:00091987v	
bn:00091988v	
bn:00092002v	
bn:00092006v	
bn:00092011v	
bn:00092015v	
bn:00092023v	
bn:00092032v	
bn:00092035v	
bn:00092036v	
bn:00092037v	
bn:00092039v	
bn:00092040v	
bn:00092053v	
bn:00092057v	
bn:00092058v	
bn:00092065v	
bn:00092077v	
bn:00092090v	
bn:00092095v	
bn:00092103v	
bn:00092104v	
bn:00092105v	
bn:00092109v	
bn:00092115v	
bn:00092118v	
bn:00092120v	
bn:00092122v	تھوکنا تھوکنا‎
bn:00092123v	
bn:00092136v	
bn:00092137v	
bn:00092142v	
bn:00092148v	
bn:00092180v	
bn:00092188v	
bn:00092194v	
bn:00092201v	
bn:00092202v	
bn:00092204v	
bn:00092211v	
bn:00092214v	
bn:00092215v	
bn:00092217v	
bn:00092223v	
bn:00092226v	
bn:00092229v	
bn:00092238v	
bn:00092240v	
bn:00092244v	
bn:00092254v	
bn:00092257v	
bn:00092261v	
bn:00092265v	
bn:00092267v	
bn:00092273v	
bn:00092315v	
bn:00092327v	
bn:00092330v	
bn:00092332v	
bn:00092333v	
bn:00092334v	
bn:00092344v	
bn:00092360v	
bn:00092379v	
bn:00092387v	
bn:00092388v	
bn:00092403v	
bn:00092413v	
bn:00092415v	
bn:00092416v	
bn:00092417v	
bn:00092421v	جواب_دینا
bn:00092422v	
bn:00092424v	
bn:00092425v	
bn:00092426v	پڑھنا پَڑْھنا‎
bn:00092427v	
bn:00092428v	
bn:00092429v	
bn:00092430v	
bn:00092434v	
bn:00092439v	
bn:00092443v	
bn:00092450v	
bn:00092452v	
bn:00092455v	
bn:00092460v	
bn:00092467v	
bn:00092470v	
bn:00092471v	
bn:00092473v	
bn:00092478v	
bn:00092491v	
bn:00092502v	
bn:00092504v	
bn:00092513v	
bn:00092527v	
bn:00092534v	
bn:00092536v	
bn:00092537v	
bn:00092540v	
bn:00092541v	
bn:00092553v	
bn:00092582v	
bn:00092588v	
bn:00092590v	
bn:00092591v	
bn:00092592v	
bn:00092593v	
bn:00092618v	
bn:00092622v	
bn:00092635v	
bn:00092636v	
bn:00092651v	
bn:00092663v	
bn:00092674v	
bn:00092681v	
bn:00092683v	
bn:00092684v	
bn:00092687v	
bn:00092710v	
bn:00092713v	
bn:00092723v	
bn:00092733v	
bn:00092734v	
bn:00092736v	
bn:00092741v	
bn:00092743v	
bn:00092744v	
bn:00092745v	
bn:00092746v	
bn:00092747v	
bn:00092756v	رہنا‎
bn:00092757v	
bn:00092761v	
bn:00092763v	
bn:00092764v	
bn:00092770v	
bn:00092779v	
bn:00092780v	
bn:00092783v	
bn:00092784v	
bn:00092789v	
bn:00092791v	
bn:00092799v	
bn:00092812v	
bn:00092813v	
bn:00092816v	
bn:00092817v	
bn:00092818v	
bn:00092823v	
bn:00092824v	
bn:00092825v	
bn:00092837v	
bn:00092838v	
bn:00092839v	
bn:00092840v	
bn:00092850v	
bn:00092859v	
bn:00092861v	
bn:00092876v	
bn:00092877v	
bn:00092880v	
bn:00092884v	
bn:00092897v	
bn:00092903v	
bn:00092909v	
bn:00092916v	
bn:00092926v	
bn:00092940v	
bn:00092941v	
bn:00092942v	
bn:00092969v	لوٹا‎
bn:00092971v	
bn:00092976v	
bn:00092979v	
bn:00092991v	
bn:00092997v	
bn:00093002v	
bn:00093013v	
bn:00093014v	
bn:00093016v	
bn:00093023v	
bn:00093035v	
bn:00093036v	
bn:00093049v	
bn:00093066v	
bn:00093072v	
bn:00093076v	
bn:00093077v	
bn:00093078v	
bn:00093079v	
bn:00093081v	
bn:00093113v	
bn:00093135v	
bn:00093137v	
bn:00093143v	
bn:00093144v	رگڑنا‎
bn:00093168v	
bn:00093170v	دوڑنا دَوڑْنا‎
bn:00093171v	
bn:00093172v	
bn:00093174v	
bn:00093196v	
bn:00093200v	
bn:00093202v	
bn:00093229v	
bn:00093230v	
bn:00093238v	
bn:00093244v	
bn:00093251v	
bn:00093252v	
bn:00093279v	
bn:00093280v	
bn:00093281v	
bn:00093282v	
bn:00093286v	خراٹا_لینا‎
bn:00093287v	
bn:00093288v	
bn:00093290v	
bn:00093295v	
bn:00093316v	
bn:00093317v	
bn:00093332v	
bn:00093336v	
bn:00093341v	
bn:00093351v	
bn:00093360v	
bn:00093362v	
bn:00093363v	
bn:00093364v	
bn:00093368v	
bn:00093371v	
bn:00093374v	
bn:00093378v	
bn:00093384v	
bn:00093394v	
bn:00093399v	
bn:00093405v	
bn:00093406v	
bn:00093407v	
bn:00093419v	
bn:00093425v	
bn:00093430v	
bn:00093431v	
bn:00093432v	
bn:00093433v	
bn:00093434v	
bn:00093447v	
bn:00093452v	
bn:00093455v	
bn:00093464v	
bn:00093469v	
bn:00093472v	
bn:00093473v	
bn:00093474v	
bn:00093475v	
bn:00093485v	
bn:00093486v	
bn:00093489v	
bn:00093509v	
bn:00093510v	
bn:00093511v	
bn:00093512v	
bn:00093513v	
bn:00093518v	
bn:00093520v	
bn:00093521v	
bn:00093526v	
bn:00093528v	
bn:00093535v	
bn:00093556v	
bn:00093573v	
bn:00093574v	
bn:00093575v	
bn:00093580v	
bn:00093584v	
bn:00093587v	
bn:00093591v	
bn:00093612v	
bn:00093613v	
bn:00093624v	
bn:00093640v	
bn:00093662v	
bn:00093668v	
bn:00093676v	
bn:00093679v	
bn:00093680v	
bn:00093682v	
bn:00093683v	
bn:00093684v	
bn:00093693v	
bn:00093698v	
bn:00093711v	
bn:00093724v	
bn:00093731v	
bn:00093732v	
bn:00093733v	
bn:00093744v	
bn:00093752v	
bn:00093756v	
bn:00093757v	
bn:00093758v	گانا
bn:00093763v	
bn:00093769v	
bn:00093773v	
bn:00093776v	
bn:00093777v	
bn:00093778v	
bn:00093782v	
bn:00093783v	
bn:00093789v	
bn:00093805v	
bn:00093808v	
bn:00093836v	
bn:00093845v	
bn:00093846v	
bn:00093867v	
bn:00093868v	
bn:00093875v	
bn:00093876v	
bn:00093882v	
bn:00093883v	
bn:00093889v	
bn:00093893v	
bn:00093897v	
bn:00093929v	
bn:00093930v	
bn:00093934v	مسکانا‎ مسکرانا‎
bn:00093939v	پینا سگریٹ_پینا‎ پینا‎
bn:00093941v	
bn:00093944v	
bn:00093963v	
bn:00093966v	
bn:00093978v	
bn:00093979v	
bn:00094019v	
bn:00094026v	
bn:00094051v	
bn:00094053v	
bn:00094054v	
bn:00094077v	
bn:00094089v	
bn:00094090v	بولنا
bn:00094092v	
bn:00094096v	
bn:00094100v	
bn:00094106v	
bn:00094108v	
bn:00094109v	
bn:00094113v	
bn:00094116v	
bn:00094123v	
bn:00094125v	
bn:00094149v	
bn:00094161v	
bn:00094165v	
bn:00094182v	
bn:00094213v	
bn:00094215v	
bn:00094224v	
bn:00094226v	
bn:00094234v	
bn:00094238v	
bn:00094250v	
bn:00094257v	
bn:00094265v	
bn:00094275v	
bn:00094276v	
bn:00094277v	
bn:00094278v	
bn:00094283v	
bn:00094288v	
bn:00094289v	
bn:00094294v	
bn:00094300v	
bn:00094301v	
bn:00094307v	
bn:00094308v	
bn:00094313v	
bn:00094314v	
bn:00094315v	
bn:00094316v	
bn:00094331v	
bn:00094332v	
bn:00094337v	
bn:00094338v	
bn:00094345v	
bn:00094346v	
bn:00094347v	
bn:00094359v	
bn:00094361v	
bn:00094373v	
bn:00094382v	
bn:00094397v	
bn:00094398v	
bn:00094400v	
bn:00094406v	
bn:00094408v	
bn:00094409v	
bn:00094418v	
bn:00094431v	
bn:00094432v	
bn:00094434v	
bn:00094439v	
bn:00094441v	
bn:00094453v	
bn:00094454v	
bn:00094455v	
bn:00094457v	
bn:00094476v	
bn:00094484v	
bn:00094490v	
bn:00094493v	
bn:00094501v	
bn:00094502v	
bn:00094507v	
bn:00094510v	
bn:00094520v	
bn:00094521v	
bn:00094523v	
bn:00094535v	
bn:00094538v	
bn:00094545v	
bn:00094546v	
bn:00094573v	
bn:00094575v	
bn:00094581v	
bn:00094589v	
bn:00094607v	
bn:00094612v	
bn:00094622v	
bn:00094625v	
bn:00094627v	
bn:00094630v	
bn:00094634v	
bn:00094650v	
bn:00094655v	
bn:00094663v	
bn:00094669v	
bn:00094675v	تیرنا
bn:00094678v	
bn:00094683v	
bn:00094687v	
bn:00094689v	
bn:00094692v	
bn:00094716v	
bn:00094717v	
bn:00094720v	
bn:00094730v	
bn:00094731v	
bn:00094732v	
bn:00094733v	
bn:00094734v	
bn:00094748v	
bn:00094769v	
bn:00094776v	
bn:00094778v	
bn:00094797v	
bn:00094801v	
bn:00094812v	
bn:00094836v	
bn:00094838v	
bn:00094855v	
bn:00094859v	
bn:00094862v	
bn:00094863v	
bn:00094878v	
bn:00094902v	
bn:00094906v	
bn:00094914v	
bn:00094924v	
bn:00094927v	
bn:00094928v	
bn:00094931v	
bn:00094934v	
bn:00094935v	
bn:00094936v	
bn:00094937v	
bn:00094941v	
bn:00094943v	
bn:00094948v	
bn:00094955v	
bn:00094970v	
bn:00094984v	
bn:00094986v	
bn:00095002v	
bn:00095032v	
bn:00095040v	چھونا‎
bn:00095043v	
bn:00095049v	
bn:00095060v	
bn:00095085v	
bn:00095086v	
bn:00095089v	
bn:00095090v	
bn:00095091v	
bn:00095106v	
bn:00095121v	
bn:00095127v	
bn:00095128v	
bn:00095130v	
bn:00095139v	
bn:00095143v	
bn:00095196v	
bn:00095201v	
bn:00095204v	
bn:00095228v	
bn:00095233v	
bn:00095234v	
bn:00095235v	
bn:00095236v	
bn:00095252v	
bn:00095254v	
bn:00095255v	
bn:00095259v	
bn:00095260v	
bn:00095267v	
bn:00095270v	
bn:00095282v	
bn:00095296v	
bn:00095313v	
bn:00095331v	
bn:00095335v	
bn:00095351v	
bn:00095375v	
bn:00095378v	
bn:00095400v	
bn:00095412v	
bn:00095421v	
bn:00095423v	
bn:00095424v	
bn:00095432v	
bn:00095448v	
bn:00095455v	
bn:00095459v	
bn:00095465v	
bn:00095489v	
bn:00095503v	
bn:00095516v	تصدیق_کرنا‎
bn:00095531v	
bn:00095534v	
bn:00095561v	
bn:00095569v	
bn:00095572v	
bn:00095573v	
bn:00095582v	
bn:00095588v	
bn:00095591v	
bn:00095593v	
bn:00095594v	
bn:00095595v	
bn:00095597v	جانا
bn:00095599v	
bn:00095601v	
bn:00095619v	
bn:00095627v	
bn:00095628v	
bn:00095638v	
bn:00095642v	
bn:00095663v	
bn:00095665v	
bn:00095681v	
bn:00095697v	
bn:00095701v	
bn:00095702v	
bn:00095705v	
bn:00095706v	
bn:00095707v	
bn:00095714v	
bn:00095725v	
bn:00095747v	
bn:00095749v	
bn:00095751v	
bn:00095754v	
bn:00095760v	
bn:00095774v	
bn:00095777v	
bn:00095795v	
bn:00095796v	
bn:00095799v	
bn:00095802v	
bn:00095803v	
bn:00095805v	
bn:00095806v	
bn:00095812v	کام_کرنا کام_کرنا‎
bn:00095813v	
bn:00095815v	
bn:00095823v	
bn:00095826v	
bn:00095827v	
bn:00095829v	
bn:00095832v	
bn:00095836v	
bn:00095847v	
bn:00095848v	
bn:00095849v	
bn:00095851v	
bn:00095855v	
bn:00095858v	
bn:00095870v	
bn:00095886a	
bn:00095887a	
bn:00095888a	
bn:00095890a	
bn:00095891a	
bn:00095898a	
bn:00095899a	
bn:00095905a	
bn:00095910a	
bn:00095911a	
bn:00095917a	
bn:00095923a	
bn:00095928a	
bn:00095929a	
bn:00095934a	
bn:00095935a	
bn:00095940a	
bn:00095941a	
bn:00095944a	
bn:00095945a	
bn:00095948a	
bn:00095949a	
bn:00095950a	
bn:00095952a	
bn:00095956a	
bn:00095957a	
bn:00095958a	
bn:00095960a	
bn:00095962a	
bn:00095964a	
bn:00095966a	
bn:00095970a	
bn:00095972a	
bn:00095974a	
bn:00095975a	
bn:00095978a	
bn:00096000a	
bn:00096001a	
bn:00096004a	
bn:00096026a	
bn:00096027a	
bn:00096029a	
bn:00096030a	
bn:00096043a	
bn:00096044a	
bn:00096046a	
bn:00096059a	
bn:00096060a	
bn:00096062a	
bn:00096075a	
bn:00096077a	
bn:00096089a	
bn:00096090a	
bn:00096092a	
bn:00096106a	
bn:00096109a	
bn:00096124a	
bn:00096139a	
bn:00096147a	
bn:00096151a	
bn:00096152a	
bn:00096158a	
bn:00096165a	
bn:00096169a	
bn:00096175a	
bn:00096180a	
bn:00096185a	
bn:00096192a	
bn:00096195a	
bn:00096204a	
bn:00096208a	
bn:00096212a	
bn:00096213a	
bn:00096218a	
bn:00096219a	
bn:00096228a	
bn:00096229a	
bn:00096248a	
bn:00096252a	
bn:00096273a	
bn:00096284a	
bn:00096292a	
bn:00096293a	
bn:00096298a	
bn:00096306a	
bn:00096355a	
bn:00096357a	
bn:00096366a	
bn:00096369a	
bn:00096377a	
bn:00096382a	
bn:00096384a	
bn:00096385a	
bn:00096397a	
bn:00096399a	
bn:00096435a	
bn:00096445a	
bn:00096446a	
bn:00096447a	
bn:00096449a	
bn:00096455a	
bn:00096456a	
bn:00096458a	
bn:00096467a	
bn:00096474a	
bn:00096478a	
bn:00096500a	
bn:00096505a	
bn:00096527a	
bn:00096529a	
bn:00096531a	
bn:00096535a	
bn:00096545a	
bn:00096548a	
bn:00096562a	
bn:00096563a	
bn:00096572a	
bn:00096580a	
bn:00096583a	
bn:00096591a	
bn:00096597a	
bn:00096608a	
bn:00096611a	
bn:00096612a	امیر دھنی
bn:00096621a	
bn:00096625a	
bn:00096629a	
bn:00096642a	
bn:00096644a	
bn:00096646a	
bn:00096660a	
bn:00096662a	
bn:00096663a	
bn:00096671a	
bn:00096691a	
bn:00096707a	اپنا‎
bn:00096719a	
bn:00096721a	
bn:00096728a	
bn:00096755a	
bn:00096762a	
bn:00096765a	
bn:00096773a	
bn:00096774a	
bn:00096777a	
bn:00096782a	سمان‎
bn:00096787a	
bn:00096788a	
bn:00096793a	
bn:00096798a	
bn:00096803a	
bn:00096816a	
bn:00096817a	
bn:00096821a	
bn:00096822a	
bn:00096842a	
bn:00096869a	
bn:00096870a	
bn:00096872a	
bn:00096890a	
bn:00096893a	
bn:00096894a	
bn:00096898a	
bn:00096911a	
bn:00096926a	
bn:00096934a	
bn:00096939a	
bn:00096952a	
bn:00096958a	
bn:00096963a	امریکی‎
bn:00096987a	
bn:00097000a	
bn:00097001a	
bn:00097004a	
bn:00097006a	
bn:00097021a	
bn:00097034a	
bn:00097040a	
bn:00097060a	
bn:00097063a	
bn:00097066a	
bn:00097067a	
bn:00097092a	
bn:00097099a	
bn:00097107a	ناراض روٹھا‎ ناراض‎
bn:00097112a	
bn:00097114a	
bn:00097128a	
bn:00097136a	
bn:00097143a	
bn:00097147a	
bn:00097165a	
bn:00097172a	
bn:00097191a	
bn:00097192a	
bn:00097195a	
bn:00097208a	
bn:00097219a	
bn:00097222a	
bn:00097223a	
bn:00097258a	
bn:00097261a	
bn:00097270a	
bn:00097283a	
bn:00097285a	
bn:00097291a	
bn:00097323a	
bn:00097341a	
bn:00097349a	
bn:00097350a	
bn:00097351a	
bn:00097352a	
bn:00097354a	
bn:00097368a	
bn:00097372a	
bn:00097377a	
bn:00097389a	
bn:00097396a	
bn:00097398a	
bn:00097400a	
bn:00097401a	
bn:00097407a	
bn:00097417a	
bn:00097433a	
bn:00097441a	
bn:00097457a	
bn:00097461a	
bn:00097465a	
bn:00097467a	
bn:00097470a	
bn:00097494a	
bn:00097496a	
bn:00097518a	
bn:00097521a	
bn:00097523a	
bn:00097532a	
bn:00097548a	
bn:00097549a	
bn:00097552a	
bn:00097559a	
bn:00097581a	
bn:00097582a	
bn:00097587a	
bn:00097589a	خوابیدہ‎
bn:00097605a	
bn:00097622a	
bn:00097623a	
bn:00097628a	
bn:00097643a	
bn:00097646a	
bn:00097655a	
bn:00097657a	
bn:00097668a	
bn:00097669a	
bn:00097671a	
bn:00097672a	
bn:00097677a	
bn:00097680a	
bn:00097696a	
bn:00097697a	
bn:00097710a	
bn:00097734a	
bn:00097745a	
bn:00097748a	
bn:00097749a	
bn:00097752a	
bn:00097763a	
bn:00097793a	
bn:00097794a	
bn:00097800a	
bn:00097823a	خودکار‎
bn:00097826a	
bn:00097828a	
bn:00097829a	
bn:00097831a	
bn:00097846a	
bn:00097850a	
bn:00097854a	
bn:00097855a	
bn:00097857a	
bn:00097858a	
bn:00097875a	بیدار‎
bn:00097879a	
bn:00097880a	
bn:00097881a	
bn:00097884a	
bn:00097885a	
bn:00097890a	
bn:00097894a	
bn:00097898a	
bn:00097912a	
bn:00097938a	
bn:00097939a	
bn:00097943a	
bn:00097959a	
bn:00097966a	
bn:00097967a	
bn:00097974a	
bn:00097980a	
bn:00097982a	
bn:00097992a	
bn:00097998a	
bn:00097999a	
bn:00098000a	
bn:00098002a	
bn:00098013a	
bn:00098015a	
bn:00098029a	
bn:00098030a	
bn:00098042a	
bn:00098053a	
bn:00098066a	
bn:00098073a	
bn:00098074a	
bn:00098085a	
bn:00098090a	
bn:00098091a	
bn:00098098a	
bn:00098100a	
bn:00098101a	
bn:00098115a	
bn:00098116a	
bn:00098117a	
bn:00098129a	
bn:00098144a	
bn:00098151a	
bn:00098171a	
bn:00098174a	
bn:00098187a	
bn:00098197a	
bn:00098211a	
bn:00098213a	
bn:00098214a	
bn:00098216a	
bn:00098222a	
bn:00098224a	عزیز‎ پیارا‎
bn:00098226a	
bn:00098243a	
bn:00098257a	
bn:00098272a	
bn:00098274a	
bn:00098275a	
bn:00098278a	
bn:00098282a	
bn:00098283a	بہتر‎
bn:00098286a	
bn:00098287a	
bn:00098291a	
bn:00098292a	
bn:00098312a	
bn:00098340a	
bn:00098342a	
bn:00098343a	
bn:00098345a	
bn:00098351a	
bn:00098357a	
bn:00098361a	
bn:00098381a	
bn:00098404a	
bn:00098408a	
bn:00098417a	
bn:00098458a	
bn:00098466a	
bn:00098477a	
bn:00098480a	کالا سیاہ‎ کالا‎
bn:00098484a	
bn:00098490a	
bn:00098502a	
bn:00098518a	
bn:00098521a	
bn:00098524a	
bn:00098545a	
bn:00098562a	اندھا
bn:00098564a	
bn:00098581a	لال
bn:00098594a	
bn:00098604a	
bn:00098606a	
bn:00098616a	
bn:00098625a	
bn:00098629a	
bn:00098633a	
bn:00098634a	
bn:00098637a	
bn:00098639a	
bn:00098653a	
bn:00098654a	
bn:00098661a	
bn:00098681a	پتلا‎
bn:00098683a	
bn:00098691a	
bn:00098698a	
bn:00098703a	
bn:00098707a	
bn:00098708a	
bn:00098723a	
bn:00098743a	
bn:00098764a	
bn:00098794a	
bn:00098805a	
bn:00098827a	بهادر‎
bn:00098828a	
bn:00098829a	
bn:00098854a	
bn:00098855a	
bn:00098857a	
bn:00098858a	
bn:00098859a	
bn:00098870a	
bn:00098871a	
bn:00098883a	
bn:00098887a	چوڑا
bn:00098888a	
bn:00098890a	
bn:00098891a	
bn:00098893a	
bn:00098905a	
bn:00098906a	
bn:00098909a	
bn:00098911a	
bn:00098930a	
bn:00098931a	
bn:00098932a	
bn:00098939a	
bn:00098942a	
bn:00098957a	
bn:00098985a	
bn:00098993a	
bn:00098994a	
bn:00099012a	
bn:00099022a	
bn:00099057a	
bn:00099059a	
bn:00099061a	
bn:00099064a	
bn:00099067a	
bn:00099069a	
bn:00099072a	
bn:00099082a	
bn:00099120a	
bn:00099145a	
bn:00099147a	
bn:00099207a	
bn:00099215a	قابل
bn:00099258a	
bn:00099268a	
bn:00099273a	
bn:00099274a	
bn:00099301a	
bn:00099313a	
bn:00099380a	
bn:00099392a	
bn:00099399a	
bn:00099411a	
bn:00099436a	
bn:00099438a	
bn:00099441a	
bn:00099452a	
bn:00099460a	
bn:00099464a	
bn:00099474a	
bn:00099475a	
bn:00099476a	
bn:00099477a	
bn:00099480a	
bn:00099506a	
bn:00099507a	
bn:00099521a	
bn:00099523a	
bn:00099532a	
bn:00099533a	
bn:00099537a	
bn:00099540a	
bn:00099542a	
bn:00099556a	
bn:00099557a	ارزاں سستا
bn:00099560a	
bn:00099568a	
bn:00099577a	
bn:00099583a	
bn:00099598a	
bn:00099602a	
bn:00099605a	
bn:00099614a	
bn:00099616a	
bn:00099617a	
bn:00099618a	
bn:00099636a	
bn:00099644a	
bn:00099655a	
bn:00099656a	
bn:00099667a	
bn:00099677a	
bn:00099702a	
bn:00099708a	
bn:00099725a	
bn:00099727a	
bn:00099734a	
bn:00099735a	
bn:00099736a	
bn:00099743a	
bn:00099753a	
bn:00099754a	
bn:00099776a	
bn:00099777a	
bn:00099787a	
bn:00099795a	
bn:00099796a	
bn:00099802a	
bn:00099803a	
bn:00099813a	
bn:00099815a	
bn:00099838a	
bn:00099847a	
bn:00099853a	
bn:00099857a	
bn:00099858a	
bn:00099859a	
bn:00099872a	
bn:00099874a	
bn:00099876a	
bn:00099878a	
bn:00099900a	
bn:00099911a	
bn:00099918a	
bn:00099919a	
bn:00099929a	
bn:00099941a	
bn:00099949a	
bn:00099953a	
bn:00099981a	
bn:00099982a	
bn:00100009a	
bn:00100021a	
bn:00100023a	
bn:00100024a	
bn:00100030a	
bn:00100034a	
bn:00100035a	
bn:00100037a	
bn:00100038a	
bn:00100042a	
bn:00100067a	آرام_دہ‎ سکون_دہ‎
bn:00100081a	
bn:00100090a	
bn:00100091a	
bn:00100092a	
bn:00100093a	
bn:00100094a	
bn:00100105a	
bn:00100108a	
bn:00100117a	
bn:00100119a	
bn:00100121a	
bn:00100126a	
bn:00100133a	
bn:00100136a	
bn:00100144a	
bn:00100145a	
bn:00100148a	
bn:00100150a	
bn:00100162a	
bn:00100171a	
bn:00100173a	
bn:00100179a	
bn:00100181a	
bn:00100184a	
bn:00100196a	
bn:00100197a	
bn:00100199a	
bn:00100202a	
bn:00100203a	
bn:00100223a	
bn:00100224a	
bn:00100236a	
bn:00100238a	
bn:00100240a	
bn:00100251a	
bn:00100252a	
bn:00100255a	
bn:00100261a	
bn:00100275a	
bn:00100287a	
bn:00100291a	
bn:00100298a	
bn:00100301a	
bn:00100302a	
bn:00100306a	
bn:00100312a	
bn:00100315a	
bn:00100316a	
bn:00100318a	
bn:00100319a	
bn:00100326a	
bn:00100329a	
bn:00100350a	
bn:00100360a	
bn:00100361a	
bn:00100373a	
bn:00100378a	
bn:00100380a	
bn:00100383a	
bn:00100384a	
bn:00100385a	
bn:00100386a	
bn:00100391a	
bn:00100392a	
bn:00100393a	
bn:00100398a	
bn:00100400a	
bn:00100409a	
bn:00100415a	
bn:00100416a	
bn:00100417a	
bn:00100418a	
bn:00100433a	
bn:00100441a	
bn:00100442a	
bn:00100490a	
bn:00100491a	
bn:00100499a	
bn:00100502a	
bn:00100503a	
bn:00100519a	
bn:00100536a	
bn:00100545a	مہنگا
bn:00100580a	
bn:00100582a	
bn:00100591a	
bn:00100600a	
bn:00100622a	
bn:00100654a	
bn:00100663a	
bn:00100672a	
bn:00100673a	
bn:00100675a	
bn:00100684a	
bn:00100687a	
bn:00100709a	
bn:00100713a	
bn:00100721a	
bn:00100724a	
bn:00100726a	
bn:00100733a	
bn:00100740a	
bn:00100750a	
bn:00100761a	
bn:00100762a	
bn:00100766a	
bn:00100783a	
bn:00100784a	
bn:00100790a	
bn:00100813a	
bn:00100815a	
bn:00100846a	
bn:00100849a	
bn:00100876a	
bn:00100889a	
bn:00100892a	
bn:00100894a	
bn:00100895a	
bn:00100896a	
bn:00100897a	
bn:00100899a	
bn:00100900a	
bn:00100902a	
bn:00100903a	
bn:00100904a	
bn:00100906a	
bn:00100907a	
bn:00100914a	
bn:00100919a	
bn:00100924a	
bn:00100929a	
bn:00100943a	
bn:00100948a	
bn:00100969a	
bn:00100974a	
bn:00100975a	
bn:00100980a	
bn:00100981a	
bn:00100991a	
bn:00101000a	
bn:00101007a	
bn:00101014a	
bn:00101023a	
bn:00101041a	استخراجی‎
bn:00101043a	
bn:00101044a	
bn:00101045a	
bn:00101046a	
bn:00101070a	
bn:00101071a	
bn:00101075a	
bn:00101078a	
bn:00101079a	
bn:00101084a	
bn:00101088a	
bn:00101090a	
bn:00101123a	
bn:00101126a	
bn:00101128a	
bn:00101129a	
bn:00101137a	
bn:00101146a	
bn:00101148a	
bn:00101149a	
bn:00101150a	
bn:00101155a	
bn:00101167a	
bn:00101172a	
bn:00101179a	
bn:00101180a	
bn:00101181a	
bn:00101186a	
bn:00101192a	
bn:00101202a	
bn:00101236a	
bn:00101237a	
bn:00101241a	
bn:00101257a	
bn:00101259a	
bn:00101263a	
bn:00101268a	
bn:00101269a	
bn:00101270a	
bn:00101275a	
bn:00101277a	
bn:00101286a	
bn:00101289a	
bn:00101290a	
bn:00101292a	
bn:00101316a	
bn:00101329a	
bn:00101346a	
bn:00101347a	
bn:00101348a	
bn:00101349a	
bn:00101350a	
bn:00101358a	دشوار‎ مشکل‎ کٹھن‎
bn:00101366a	
bn:00101386a	
bn:00101387a	
bn:00101391a	
bn:00101393a	
bn:00101406a	
bn:00101408a	
bn:00101411a	
bn:00101412a	
bn:00101413a	
bn:00101429a	گندا‎ گندہ‎
bn:00101440a	
bn:00101448a	
bn:00101467a	
bn:00101468a	
bn:00101473a	
bn:00101496a	
bn:00101507a	
bn:00101515a	
bn:00101528a	
bn:00101546a	
bn:00101550a	
bn:00101552a	
bn:00101554a	
bn:00101558a	
bn:00101566a	
bn:00101571a	
bn:00101573a	
bn:00101580a	
bn:00101589a	
bn:00101593a	
bn:00101595a	
bn:00101598a	
bn:00101601a	
bn:00101602a	
bn:00101604a	
bn:00101606a	
bn:00101610a	
bn:00101612a	
bn:00101614a	
bn:00101626a	
bn:00101629a	
bn:00101630a	
bn:00101637a	
bn:00101639a	
bn:00101641a	
bn:00101657a	
bn:00101658a	
bn:00101663a	
bn:00101680a	
bn:00101681a	
bn:00101682a	
bn:00101687a	
bn:00101690a	
bn:00101698a	
bn:00101700a	
bn:00101705a	
bn:00101719a	
bn:00101722a	
bn:00101723a	
bn:00101725a	
bn:00101741a	
bn:00101752a	
bn:00101753a	
bn:00101762a	
bn:00101771a	
bn:00101778a	
bn:00101787a	
bn:00101788a	
bn:00101795a	
bn:00101798a	
bn:00101802a	
bn:00101803a	
bn:00101808a	
bn:00101824a	
bn:00101833a	
bn:00101836a	
bn:00101839a	سوکھا
bn:00101840a	
bn:00101867a	
bn:00101871a	
bn:00101872a	
bn:00101873a	
bn:00101874a	
bn:00101875a	
bn:00101901a	
bn:00101905a	
bn:00101908a	ولندیزی‎ ڈچ‎
bn:00101917a	
bn:00101929a	
bn:00101930a	
bn:00101934a	
bn:00101935a	
bn:00101936a	
bn:00101937a	
bn:00101939a	
bn:00101944a	
bn:00101955a	
bn:00101959a	
bn:00101967a	شَرْقی‎ مَشْرِقی‎
bn:00101973a	آسان سرل آسان‎ سرل‎
bn:00101988a	
bn:00101990a	
bn:00101997a	
bn:00101998a	
bn:00102001a	
bn:00102003a	
bn:00102006a	
bn:00102023a	
bn:00102025a	
bn:00102027a	
bn:00102029a	
bn:00102030a	
bn:00102038a	
bn:00102039a	
