Abacus	अकगणक
method	तरीका विधि
military	सैन्य
mind	मन दिमाग
minimize	न्यूनतम_करना कम_करना
minimized	न्यूनतम_किया
minister	मंत्री
mission	मिशन अभियान
moderate	मध्यम उचित
modern	आधुनिक
money	पैसा धन
moral	नैतिक
move	चलना हिलना
murder	हत्या
mutual	आपसी
name	नाम
national	राष्ट्रीय
nature	प्रकृति स्वभाव
necessary	आवश्यक
need	जरूरत आवश्यकता
negotiate	बातचीत_करना
network	नेटवर्क जाल
neutral	तटस्थ
new	नया
night	रात
normal	सामान्य
note	नोट ध्यान_देना
notion	धारणा विचार
number	संख्या अंक
objective	उद्देश्य लक्ष्य
obligation	दायित्व बाध्यता
observe	देखना पालन_करना
obtain	प्राप्त_करना
offer	प्रस्ताव देना
official	अधिकारी आधिकारिक
often	अक्सर
old-style	पुराने_ढंग_का
open	खोलना खुला
oppose	विरोध_करना
optimistic	आशावादी
order	आदेश क्रम
organization	संगठन संस्था
overall	समग्र कुल
overcome	जीतना पार_करना
part	भाग हिस्सा
participate	भाग_लेना
party	पार्टी दल
pass	पास_करना गुजरना
passion	जुनून
patient	रोगी धैर्यवान
pay	भुगतान_करना वेतन
peace	शांति
pension	पेंशन
people	लोग जनता
perception	धारणा
perform	प्रदर्शन_करना करना
period	अवधि काल
permanent	स्थायी
person	व्यक्ति
persuade	मनाना
phase	चरण
phenomenon	घटना
phrase	वाक्यांश
physical	शारीरिक
pioneer	अग्रदूत
plan	योजना योजना_बनाना
plea	याचिका
police_chief	पुलिस_प्रमुख
policy	नीति
political	राजनीतिक
poor	गरीब
population	जनसंख्या
position	स्थान पद
possible	संभव मुमकिन
potential	संभावित क्षमता
poverty	गरीबी
power	शक्ति सत्ता
practice	अभ्यास प्रचलन
prayer	प्रार्थना
prepare	तैयार_करना
present	प्रस्तुत_करना वर्तमान
prevent	रोकना
price	कीमत मूल्य
primary	प्राथमिक
principle	सिद्धांत
prisoner	कैदी
private	निजी
problem	समस्या मुश्किल
process	प्रक्रिया तरीका
produce	उत्पादन_करना बनाना
professional	पेशेवर
profit	लाभ मुनाफा
program	कार्यक्रम योजना
progress	प्रगति
promote	बढ़ावा_देना
property	संपत्ति
proposal	प्रस्ताव
protect	सुरक्षित_करना बचाना
protest	विरोध
prove	साबित_करना
provide	प्रदान_करना देना
province	प्रांत
public	सार्वजनिक
purchase	खरीद
purchasing_agent	क्रय_प्रतिनिधि
purpose	उद्देश्य मकसद
pursue	पीछा_करना अनुसरण_करना
qualify	योग्य_होना
quality	गुणवत्ता
question	प्रश्न सवाल
quick	जल्दी तेज
raise	बढ़ाना उठाना
rapid	तेज शीघ्र
rate	दर
reach	पहुँचना पाना
real	वास्तविक
reason	कारण
rebel	विद्रोही
receive	प्राप्त_करना मिलना
recognize	पहचानना
recommend	सुझाव_देना
reconcile	सुलह_करना
recover	ठीक_होना
reduce	कम_करना
reflect	विचार_करना प्रतिबिंबित_होना
reform	सुधार
regime	शासन
region	क्षेत्र
regulate	नियंत्रित_करना
relate	संबंधित_होना
relationship	संबंध
release	रिहा_करना जारी_करना
relevant	प्रासंगिक
relief	राहत
religious	धार्मिक
remain	बना_रहना
remove	हटाना
repeal	रद्द_करना
represent	प्रतिनिधित्व_करना
require	आवश्यक_होना माँगना
requirement	आवश्यकता शर्त
resource	संसाधन
response	प्रतिक्रिया जवाब
responsibility	जिम्मेदारी दायित्व
restore	पुनर्स्थापित_करना
restrict	प्रतिबंधित_करना सीमित_करना
result	परिणाम नतीजा
return	वापस_करना वापसी
revenue	राजस्व आय
review	समीक्षा जाँच
revolution	क्रांति
rich	अमीर
right	अधिकार सही
risk	जोखिम
role	भूमिका
rude	असभ्य अभद्र
rule	नियम शासन_करना
run	चलाना दौड़ना
run_up	बढ़ाना दौड़_कर_पहुँचना
rural	ग्रामीण
sacrifice	बलिदान
safe	सुरक्षित
sale	बिक्री
satisfy	संतुष्ट_करना
save	बचाना बचत_करना
scheme	योजना
scholarship	छात्रवृत्ति
school	विद्यालय स्कूल
scope	दायरा
secure	सुरक्षित_करना
security	सुरक्षा
seek	ढूँढना खोजना
select	चुनना
senior	वरिष्ठ
sense	अर्थ समझ
separate	अलग_करना
serious	गंभीर
service	सेवा
set	सेट निर्धारित_करना
share	साझा_करना शेयर
shoulder	कंधा
show	दिखाना प्रदर्शन
sign	संकेत हस्ताक्षर
significant	महत्वपूर्ण
silent	चुप शांत
simple	सरल
situation	स्थिति परिस्थिति
small	छोटा
so	इसलिए तो
social	सामाजिक
society	समाज
solve	हल_करना
sound	ध्वनि आवाज
source	स्रोत
speak	बोलना
special	विशेष
specific	विशिष्ट
spend	खर्च_करना
spread	फैलाना
stable	स्थिर
standard	मानक
start	शुरू_करना आरंभ
starter	शुरुआत_करने_वाला स्टार्टर
state	राज्य कहना
statement	बयान वक्तव्य
status	स्थिति दर्जा
stay	रहना
step_in	हस्तक्षेप_करना
stop	रोकना
strategy	रणनीति
strengthen	मजबूत_करना
strong	मजबूत
structure	संरचना
struggle	संघर्ष
student	छात्र विद्यार्थी
submit	जमा_करना
substantial	महत्वपूर्ण पर्याप्त
succeed	सफल_होना
success	सफलता
sufficient	पर्याप्त
suggest	सुझाव_देना
supervise	निगरानी_करना
supply	आपूर्ति
support	समर्थन सहारा
survey	सर्वेक्षण
suspend	निलंबित_करना
system	प्रणाली व्यवस्था
take	लेना
take_advantage	फायदा_उठाना
talk	बात_करना बोलना
target	लक्ष्य
task	कार्य
teach	पढ़ाना सिखाना
team	टीम दल
technology	प्रौद्योगिकी
tell	बताना
tension	तनाव
term	शब्द अवधि कार्यकाल
test	परीक्षण जाँचना
think	सोचना
think_of	सोचना विचार_करना
threat	धमकी
time	समय वक्त
today	आज
together	साथ_में
tolerance	सहनशीलता
too_much	बहुत_ज्यादा
total	कुल संपूर्ण
town	कस्बा शहर
trade	व्यापार
tradition	परंपरा
train	प्रशिक्षण_देना ट्रेन
transfer	स्थानांतरण
treatment	उपचार
trend	प्रवृत्ति
trust	विश्वास
truth	सच सत्य
try	कोशिश_करना प्रयास_करना
turn	मुड़ना बारी
type	प्रकार किस्म
understand	समझना
union	संघ एकता
unit	इकाई
unite	एकजुट_करना
university	विश्वविद्यालय
urban	शहरी
use	उपयोग इस्तेमाल_करना
value	मूल्य महत्व
various	विभिन्न
vast	विशाल
vending_machine	वेंडिंग_मशीन
victory	विजय
view	दृष्टिकोण देखना
village	गाँव
violence	हिंसा
virtue	गुण
vision	दृष्टि
visit	भेंट_करना दौरा
vital	महत्वपूर्ण
volume	मात्रा आयतन
vote	मत वोट
vulnerable	संवेदनशील
want	चाहना
war	युद्ध
water	पानी जल
wealth	धन सम्पत्ति
welfare	कल्याण
white	सफेद
wide	चौड़ा
willing	तैयार इच्छुक
win	जीतना
wisdom	बुद्धिमत्ता ज्ञान
witness	गवाह
woman	महिला स्त्री
wonderful	अद्भुत
work	काम कार्य
worker	मजदूर कामगार
world	दुनिया विश्व
worthy	योग्य
write	लिखना
year	साल वर्ष
yield	उपज झुकना
young	युवा जवान
