sentence_id	text	translation	lemma	translation_token	translation_lemma
d009.s006	Clement 's law firm , Bancroft PLLC , was one of almost two dozen firms that helped sponsor the annual dinner of the Federalist Society , a longstanding group dedicated to advocating conservative legal principles .	फ़ेल के कानून दृढ़ हैं, ब्फेफ पिक, लगभग दो दर्जन दृढ़ता में से एक था जो फेडरल सूची सोसाइटी के वार्षिक भोजन का समर्थन करने में मदद करता था, एक लंबे खड़ा समूह के लिए समर्पित कानूनी सिद्धांतों का समर्थन करने के लिए समर्पित था.	clement 's law_firm , bancroft pllc , be one of almost two_dozen firm that help sponsor the annual dinner of the federalist society , a longstanding group dedicate to advocate conservative legal_principle .	फ़ेल के कानून दृढ़ हैं, ब्फेफ पिक, लगभग दो दर्जन दृढ़ता में से एक था जो फेडरल सूची सोसाइटी के वार्षिक भोजन का समर्थन करने में मदद करता था, एक लंबे खड़ा समूह के लिए समर्पित कानूनी सिद्धांतों का समर्थन करने के लिए समर्पित था.	फ़ेल के कानून दृढ़ हैं, ब्फेफ पिक, लगभग दो दर्जन दृढ़ता में से एक था जो फेडरल सूची सोसाइटी के वार्षिक भोजन का समर्थन करने में मदद करता था, एक लंबे खड़ा समूह के लिए समर्पित कानूनी सिद्धांतों का समर्थन करने के लिए समर्पित था.
d009.s007	Another firm that sponsored the dinner , Jones Day , represents one of the trade associations that challenged the law , the National Federation of Independent Business .	एक और दृढ़ आधार जो रात के खाने के समय, जोन्स दिवस का प्रतिनिधित्व करता है, व्यापार संगति में से एक को चित्रित करता है जिसने कानून को चुनौती दी है, स्वतंत्र व्यापार का राष्ट्रीय फेडरेशन ।	another firm that sponsor the dinner , jone day , represent one of the trade association that challenge the law , the national federation of independent business .	एक और दृढ़ आधार जो रात के खाने के समय, जोन्स दिवस का प्रतिनिधित्व करता है, व्यापार संगति में से एक को चित्रित करता है जिसने कानून को चुनौती दी है, स्वतंत्र व्यापार का राष्ट्रीय फेडरेशन ।	एक और दृढ़ आधार जो रात के खाने के समय, जोन्स दिवस का प्रतिनिधित्व करता है, व्यापार संगति में से एक को चित्रित करता है जिसने कानून को चुनौती दी है, स्वतंत्र व्यापार का राष्ट्रीय फेडरेशन ।
d009.s008	Another sponsor was pharmaceutical giant Pfizer Inc , which has an enormous financial stake in the outcome of the litigation .	एक और सहायक था, रक्‍तपिंजक Pigigigigigize, जिसके परिणाम में एक बहुत बड़ा वित्तीय सूली है ।	another sponsor be pharmaceutical giant pfizer inc , which have a enormous financial stake in the outcome of the litigation .	एक और सहायक था, रक्‍तपिंजक Pigigigigigize, जिसके परिणाम में एक बहुत बड़ा वित्तीय सूली है ।	एक और सहायक था, रक्‍तपिंजक Pigigigigigize, जिसके परिणाम में एक बहुत बड़ा वित्तीय सूली है ।
d009.s009	The dinner was held at a Washington hotel hours after the court 's conference over the case .	अदालत के सम्मेलन के कुछ घंटों बाद रात का खाना वॉशिंगटन होटल में आयोजित किया गया था.	the dinner be hold at a washington hotel hour after the court 's conference over the case .	अदालत के सम्मेलन के कुछ घंटों बाद रात का खाना वॉशिंगटन होटल में आयोजित किया गया था.	अदालत के सम्मेलन के कुछ घंटों बाद रात का खाना वॉशिंगटन होटल में आयोजित किया गया था.
d009.s010	In attendance was , among others , Mitch McConnell , the Senate 's top Republican and an avowed opponent of the healthcare law .	अन्य लोगों में, मिच Mervel, सीनेट के शीर्ष रिपब्लिकन और स्वास्थ्य के कानून का एक कट्टर विरोधी था.	in attendance be , among other , mitch mcconnell , the senate 's top republican and a avowed opponent of the healthcare law .	अन्य लोगों में, मिच Mervel, सीनेट के शीर्ष रिपब्लिकन और स्वास्थ्य के कानून का एक कट्टर विरोधी था.	अन्य लोगों में, मिच Mervel, सीनेट के शीर्ष रिपब्लिकन और स्वास्थ्य के कानून का एक कट्टर विरोधी था.
d009.s011	The featured guests at the dinner ? Scalia and Thomas .	भोजन के वक्‍त मेहमान?	the featured guest at the dinner ? scalium and thoma .	भोजन के वक्‍त मेहमान?	भोजन के वक्‍त मेहमान?
d009.s012	It 's nothing new : The two justices have been attending Federalist Society events for years .	यह कुछ नया नहीं है: दो न्याय संघीय संस्थाओं में वर्षों से उपस्थित हुए हैं.	it ' nothing new : the two justice have be attend federalist society event for year .	यह कुछ नया नहीं है: दो न्याय संघीय संस्थाओं में वर्षों से उपस्थित हुए हैं.	यह कुछ नया नहीं है: दो न्याय संघीय संस्थाओं में वर्षों से उपस्थित हुए हैं.
d009.s013	And it 's nothing that runs afoul of ethics rules .	और यह कुछ भी नहीं है कि सिद्धांतों के नियमों की एक बौछार चलाता है।	and it ' nothing that run afoul of ethic rule .	और यह कुछ भी नहीं है कि सिद्धांतों के नियमों की एक बौछार चलाता है।	और यह कुछ भी नहीं है कि सिद्धांतों के नियमों की एक बौछार चलाता है।
d009.s014	In fact , justices are exempt from the Code of Conduct that governs the actions of lower federal justices .	असल में, न्याय आचरण के कोड से मुक्‍त हैं जो संघीय न्याय के कार्यों को नियंत्रित करता है ।	in fact , justice be exempt from the code_of_conduct that govern the action of lower federal justice .	असल में, न्याय आचरण के कोड से मुक्‍त हैं जो संघीय न्याय के कार्यों को नियंत्रित करता है ।	असल में, न्याय आचरण के कोड से मुक्‍त हैं जो संघीय न्याय के कार्यों को नियंत्रित करता है ।
d009.s015	If they were , they arguably fell under code 's Canon 4C , which states , `` A judge may attend fund-raising events of law-related and other organizations although the judge may not be a speaker , a guest of honor , or featured on the program of such an event . ''	यदि वे थे, वे कोड 4C के तहत गिर गया, जो कहता है, 'Gucon 4C, जो कि एक न्यायाधीश कानून से जुड़ा हुआ है और अन्य संगठनों के निर्माण घटनाओं में उपस्थित हो सकता है हालांकि न्यायाधीश एक वक्ताओं, सम्मान के एक मेहमान, या इस घटना के कार्यक्रम पर प्रस्तुत किया जा सकता है. '	if they be , they arguably fall under code 's canon 4c , which state , `` a judge may attend fund-raising event of law-related and other organization although the judge may not be a speaker , a guest_of_honor , or feature on the program of such a event . ''	यदि वे थे, वे कोड 4C के तहत गिर गया, जो कहता है, 'Gucon 4C, जो कि एक न्यायाधीश कानून से जुड़ा हुआ है और अन्य संगठनों के निर्माण घटनाओं में उपस्थित हो सकता है हालांकि न्यायाधीश एक वक्ताओं, सम्मान के एक मेहमान, या इस घटना के कार्यक्रम पर प्रस्तुत किया जा सकता है. '	यदि वे थे, वे कोड 4C के तहत गिर गया, जो कहता है, 'Gucon 4C, जो कि एक न्यायाधीश कानून से जुड़ा हुआ है और अन्य संगठनों के निर्माण घटनाओं में उपस्थित हो सकता है हालांकि न्यायाधीश एक वक्ताओं, सम्मान के एक मेहमान, या इस घटना के कार्यक्रम पर प्रस्तुत किया जा सकता है. '
d009.s016	Nevertheless , the sheer proximity of Scalia and Thomas to two of the law firms in the case , as well as to a company with a massive financial interest , was enough to alarm ethics-in-government activists .	फिर भी, Sachia और थॉमस दोनों के पास मामले में कानून के दो अटलियों के लिए, साथ ही एक बड़ी वित्तीय ब्याज के साथ एक कंपनी के लिए, scenti-i-igers के लिए पर्याप्त था.	nevertheless , the sheer proximity of scalium and thoma to two of the law_firm in the case , as well as to a company with a massive financial interest , be enough to alarm ethics-in-government activist .	फिर भी, Sachia और थॉमस दोनों के पास मामले में कानून के दो अटलियों के लिए, साथ ही एक बड़ी वित्तीय ब्याज के साथ एक कंपनी के लिए, scenti-i-igers के लिए पर्याप्त था.	फिर भी, Sachia और थॉमस दोनों के पास मामले में कानून के दो अटलियों के लिए, साथ ही एक बड़ी वित्तीय ब्याज के साथ एक कंपनी के लिए, scenti-i-igers के लिए पर्याप्त था.
d009.s017	`` This stunning breach of ethics and indifference to the code belies claims by several justices that the court abides by the same rules that apply to all other federal judges , '' said Bob Edgar , the president of Common Cause .	'2) कई न्यायों द्वारा दावा करता है कि अदालत एक ही नियम के अनुसार रहता है कि सभी संघीय न्यायाधीशों के लिए लागू करता है,' बॉब एमिल ने कहा, आम कारणों के राष्ट्रपति.	`` this stunning breach of ethic and indifference to the code belie claim by several justice that the court abide by the same rule that apply to all other federal judge , '' say bob edgar , the president of common cause .	'2) कई न्यायों द्वारा दावा करता है कि अदालत एक ही नियम के अनुसार रहता है कि सभी संघीय न्यायाधीशों के लिए लागू करता है,' बॉब एमिल ने कहा, आम कारणों के राष्ट्रपति.	'2) कई न्यायों द्वारा दावा करता है कि अदालत एक ही नियम के अनुसार रहता है कि सभी संघीय न्यायाधीशों के लिए लागू करता है,' बॉब एमिल ने कहा, आम कारणों के राष्ट्रपति.
d009.s018	`` The justices were wining and dining at a black-tie fundraiser with attorneys who have pending cases before the court . ''	UDES न्याय जीत रहे थे और एक काले पैसे में खाने के लिए किया गया था वकील के साथ जो अदालत के सामने मामले स्थगित है. '	`` the justice be wine and dine at a black-tie fundraiser with attorney who have pend case before the court . ''	UDES न्याय जीत रहे थे और एक काले पैसे में खाने के लिए किया गया था वकील के साथ जो अदालत के सामने मामले स्थगित है. '	UDES न्याय जीत रहे थे और एक काले पैसे में खाने के लिए किया गया था वकील के साथ जो अदालत के सामने मामले स्थगित है. '
d009.s019	Their appearance and assistance in fundraising for this event undercuts any claims of impartiality , and is unacceptable .	इस घटना के लिए धन - दौलत कमाने में उनका रूप और उनकी मदद करना किसी भी प्रकार की निष्पक्षता के किसी दावे को कुचल देता है, और यह अस्वीकार्य है ।	they appearance and assistance in fundraise for this event undercut any claim of impartiality , and be unacceptable .	इस घटना के लिए धन - दौलत कमाने में उनका रूप और उनकी मदद करना किसी भी प्रकार की निष्पक्षता के किसी दावे को कुचल देता है, और यह अस्वीकार्य है ।	इस घटना के लिए धन - दौलत कमाने में उनका रूप और उनकी मदद करना किसी भी प्रकार की निष्पक्षता के किसी दावे को कुचल देता है, और यह अस्वीकार्य है ।
d009.s020	Scalia and Thomas have shown little regard for critics who say they too readily mix the business of the court with agenda-driven groups such as the Federalist Society .	Sazia और थॉमस ने आलोचकों के लिए बहुत कम सम्मान दिखाया है जो कहते हैं कि वे बहुत आसानी से अदालत के व्यापार को कम से अलग कर देते हैं, जैसे संघ सोसाइटी.	scalium and thoma have show little regard for critic who say they too readily mix the business of the court with agenda-driven group such as the federalist society .	Sazia और थॉमस ने आलोचकों के लिए बहुत कम सम्मान दिखाया है जो कहते हैं कि वे बहुत आसानी से अदालत के व्यापार को कम से अलग कर देते हैं, जैसे संघ सोसाइटी.	Sazia और थॉमस ने आलोचकों के लिए बहुत कम सम्मान दिखाया है जो कहते हैं कि वे बहुत आसानी से अदालत के व्यापार को कम से अलग कर देते हैं, जैसे संघ सोसाइटी.
d009.s021	And Thomas '' wife , Ginni , is a high-profile conservative activist .	और थॉमस की पत्नी, गानी , एक उच्च-प्रयोगी कार्यकर्ता है.	and thoma '' wife , ginnus , be a high-profile conservative activist .	और थॉमस की पत्नी, गानी , एक उच्च-प्रयोगी कार्यकर्ता है.	और थॉमस की पत्नी, गानी , एक उच्च-प्रयोगी कार्यकर्ता है.
d009.s022	Moreover , conservatives argue that it 's Justice Elena Kagan who has an ethical issue , not Scalia and Thomas .	इसके अतिरिक्‍त, मूलतत्त्ववादी तर्क करते हैं कि यह एक नैतिक वाद - विवाद है, न कि सिलिया और थॉमस .	moreover , conservative argue that it ' justice elena kagan who have a ethical issue , not scalium and thoma .	इसके अतिरिक्‍त, मूलतत्त्ववादी तर्क करते हैं कि यह एक नैतिक वाद - विवाद है, न कि सिलिया और थॉमस .	इसके अतिरिक्‍त, मूलतत्त्ववादी तर्क करते हैं कि यह एक नैतिक वाद - विवाद है, न कि सिलिया और थॉमस .
d009.s023	Kagan served as solicitor general in the Obama administration when the first legal challenges to the law were brought at the trial court level .	केगन ने ओबामा प्रशासन में आम तौर पर सेवा की जब कानून को पहली बार अदालत में लाया जाता था ।	kagan serve as solicitor_general in the obama administration when the first legal challenge to the law be bring at the trial_court level .	केगन ने ओबामा प्रशासन में आम तौर पर सेवा की जब कानून को पहली बार अदालत में लाया जाता था ।	केगन ने ओबामा प्रशासन में आम तौर पर सेवा की जब कानून को पहली बार अदालत में लाया जाता था ।
d009.s024	Her critics have pushed for Kagan to recuse herself from hearing the case , saying that she was too invested in defending the law then to be impartial now .	उसके आलोचकों ने कागन की बात सुनने से खुद को मजबूर कर दिया है ।	she critic have push for kagan to recuse herself from hear the case , say that she be too invest in defend the law then to be impartial now .	उसके आलोचकों ने कागन की बात सुनने से खुद को मजबूर कर दिया है ।	उसके आलोचकों ने कागन की बात सुनने से खुद को मजबूर कर दिया है ।
d009.s025	Kagan has given no indication she will do so .	केगन ने कोई संकेत नहीं दिया है कि वह ऐसा करेगा.	kagan have give no indication she will do so .	केगन ने कोई संकेत नहीं दिया है कि वह ऐसा करेगा.	केगन ने कोई संकेत नहीं दिया है कि वह ऐसा करेगा.
d010.s000	The familiarity of the Spanish is higher than that of the Ticos	स्पैनिश भाषा के बारे में जानना TA से भी ज़्यादा ज़रूरी है	the familiarity of the spanish be higher than that of the tico	स्पैनिश भाषा के बारे में जानना TA से भी ज़्यादा ज़रूरी है	स्पैनिश भाषा के बारे में जानना TA से भी ज़्यादा ज़रूरी है
d010.s001	Of the 22 players called in Spain , ten passed 50 international games .	स्पेन में आए 22 खिलाड़ियों में से दस लोगों ने 50 अंतर्राष्ट्रीय खेल देखे ।	of the 22 player call in spain , ten pass 50 international game .	स्पेन में आए 22 खिलाड़ियों में से दस लोगों ने 50 अंतर्राष्ट्रीय खेल देखे ।	स्पेन में आए 22 खिलाड़ियों में से दस लोगों ने 50 अंतर्राष्ट्रीय खेल देखे ।
d010.s002	On the side of Costa Rica only one of 22 called players reached 50 games .	कोस्टा रिका के किनारे केवल 22 खिलाड़ियों में से एक को 50 खेल दिए गए ।	on the side of costa_rica only one of 22 call player reach 50 game .	कोस्टा रिका के किनारे केवल 22 खिलाड़ियों में से एक को 50 खेल दिए गए ।	कोस्टा रिका के किनारे केवल 22 खिलाड़ियों में से एक को 50 खेल दिए गए ।
d010.s003	A minor contrast to Costa Rica , comparing the 22 players called by both countries for the friendly game today , at 3:05 pm at the National Stadium in San Jose .	मेक्सिको के नैशनल स्टेडियम में नैशनल स्टेडियम में कुल मिलाकर 22 खिलाड़ियों की तुलना में, दोनों देशों द्वारा कहे गए 22 खिलाड़ियों की तुलना में, दोनों देशों से तुलना करना ।	a minor contrast to costa_rica , compare the 22 player call by both country for the friendly game today , at 3:05 pm at the national stadium in san_jose .	मेक्सिको के नैशनल स्टेडियम में नैशनल स्टेडियम में कुल मिलाकर 22 खिलाड़ियों की तुलना में, दोनों देशों द्वारा कहे गए 22 खिलाड़ियों की तुलना में, दोनों देशों से तुलना करना ।	मेक्सिको के नैशनल स्टेडियम में नैशनल स्टेडियम में कुल मिलाकर 22 खिलाड़ियों की तुलना में, दोनों देशों द्वारा कहे गए 22 खिलाड़ियों की तुलना में, दोनों देशों से तुलना करना ।
d010.s004	While the Europe and world champions , number one one in the monthly top of FIFA , have a long record of Class A inter selection , the Tricolor has only the defender Michael Umana as the only one who has 50 international games .	जब यूरोप और विश्‍व विजेता , FIFA के मासिक शीर्ष में एक नंबर एक है, एक कक्षा के एक चुनाव का एक लंबा रिकार्ड है, तो मिलेनियम का केवल एक रक्षक माइकल उमना है जिसके पास ५० अंतर्राष्ट्रीय खेल हैं ।	while the europe and world champion , number_one one in the monthly top of fifa , have a long record of class a inter selection , the tricolor have only the defender michael umana as the only one who have 50 international game .	जब यूरोप और विश्‍व विजेता , FIFA के मासिक शीर्ष में एक नंबर एक है, एक कक्षा के एक चुनाव का एक लंबा रिकार्ड है, तो मिलेनियम का केवल एक रक्षक माइकल उमना है जिसके पास ५० अंतर्राष्ट्रीय खेल हैं ।	जब यूरोप और विश्‍व विजेता , FIFA के मासिक शीर्ष में एक नंबर एक है, एक कक्षा के एक चुनाव का एक लंबा रिकार्ड है, तो मिलेनियम का केवल एक रक्षक माइकल उमना है जिसके पास ५० अंतर्राष्ट्रीय खेल हैं ।
d010.s005	That number was reached Friday before the game against Panama ( 0-2 ) , in Rommel Fernandez .	यह संख्या पनामा (0-2) के खिलाफ खेल (32) के पहले, रोमममॆल्‌स में शुक्रवार तक पहुँची ।	that number be reach friday before the game against panama ( 0-2 ) , in rommel fernandez .	यह संख्या पनामा (0-2) के खिलाफ खेल (32) के पहले, रोमममॆल्‌स में शुक्रवार तक पहुँची ।	यह संख्या पनामा (0-2) के खिलाफ खेल (32) के पहले, रोमममॆल्‌स में शुक्रवार तक पहुँची ।
d010.s006	Spanish football players playing in the All-Star League and in powerful clubs of the Premier League of England are during the year very active in league and local cup competitions and there are high-level shocks in the European Cups and European Champions League .	स्पैनिश फुटबॉल खिलाड़ियों में खेल रहे हैं... ... और इंग्लैंड के प्रीमरियन संघ के शक्तिशाली क्लब में... ...एक संघ और स्थानीय कप प्रतियोगिताओं में बहुत सक्रिय कर रहे हैं... ... और वहाँ यूरोप के कप और यूरोपीय विजेता संघ में उच्च स्तरीय धक्का रहे हैं.	spanish football_player play in the all-star league and in powerful club of the premier league of england be during the year very active in league and local cup competition and there be high-level shock in the european cup and european champion league .	स्पैनिश फुटबॉल खिलाड़ियों में खेल रहे हैं... ... और इंग्लैंड के प्रीमरियन संघ के शक्तिशाली क्लब में... ...एक संघ और स्थानीय कप प्रतियोगिताओं में बहुत सक्रिय कर रहे हैं... ... और वहाँ यूरोप के कप और यूरोपीय विजेता संघ में उच्च स्तरीय धक्का रहे हैं.	स्पैनिश फुटबॉल खिलाड़ियों में खेल रहे हैं... ... और इंग्लैंड के प्रीमरियन संघ के शक्तिशाली क्लब में... ...एक संघ और स्थानीय कप प्रतियोगिताओं में बहुत सक्रिय कर रहे हैं... ... और वहाँ यूरोप के कप और यूरोपीय विजेता संघ में उच्च स्तरीय धक्का रहे हैं.
d010.s007	To this is added the Spanish Fury experience in complicated qualifications for Euro Cup and World Cup .	इसकी वजह यह है कि यह स्पैनिश फ़्यूला और विश्‍व कप की जटिल योग्यताओं में भी पाया जाता है ।	to this be add the spanish fury experience in complicated qualification for euro cup and world_cup .	इसकी वजह यह है कि यह स्पैनिश फ़्यूला और विश्‍व कप की जटिल योग्यताओं में भी पाया जाता है ।	इसकी वजह यह है कि यह स्पैनिश फ़्यूला और विश्‍व कप की जटिल योग्यताओं में भी पाया जाता है ।
d010.s008	The Ticos players , however , have a limited international experience in an area such as CONCACAF , which is considered the lowest level within FIFA	लेकिन, TIFA के भीतर एक क्षेत्र में TACAATA में कुछ अंतर्राष्ट्रीय अनुभव हैं, जो FIFA में सबसे कम स्तर पर विचार किया जाता है	the tico player , however , have a limited international experience in a area such as concacaf , which be consider the lowest level within fifa	लेकिन, TIFA के भीतर एक क्षेत्र में TACAATA में कुछ अंतर्राष्ट्रीय अनुभव हैं, जो FIFA में सबसे कम स्तर पर विचार किया जाता है	लेकिन, TIFA के भीतर एक क्षेत्र में TACAATA में कुछ अंतर्राष्ट्रीय अनुभव हैं, जो FIFA में सबसे कम स्तर पर विचार किया जाता है
d010.s009	We see that the peak of the Spanish selection is the goalkeeper Iker Casillas , who last Saturday against England ( game lost with 0-1 in London ) equaled the record of the ex goalkeeper Andoni Zubizarreta , with 126 international matches .	हम देखते हैं कि स्पैनिश चुनाव का शिखर ही स्पेन के भूतपूर्व शनिवार कारीक इकरॉसा है, जो इंग्लैंड के विरुद्ध पिछले शनिवार (अब लंदन में 0-1 के खेल) के बराबर था, भूतपूर्व लक्ष्यी और ज़ॉनोनी ज़ॉना के रिकॉर्ड के बराबर था, जिसके साथ १,६६६२.२.	we see that the peak of the spanish selection be the goalkeeper iker casilla , who last saturday against england ( game lose with 0-1 in london ) equal the record of the ex goalkeeper andonus zubizarreta , with 126 international match .	हम देखते हैं कि स्पैनिश चुनाव का शिखर ही स्पेन के भूतपूर्व शनिवार कारीक इकरॉसा है, जो इंग्लैंड के विरुद्ध पिछले शनिवार (अब लंदन में 0-1 के खेल) के बराबर था, भूतपूर्व लक्ष्यी और ज़ॉनोनी ज़ॉना के रिकॉर्ड के बराबर था, जिसके साथ १,६६६२.२.	हम देखते हैं कि स्पैनिश चुनाव का शिखर ही स्पेन के भूतपूर्व शनिवार कारीक इकरॉसा है, जो इंग्लैंड के विरुद्ध पिछले शनिवार (अब लंदन में 0-1 के खेल) के बराबर था, भूतपूर्व लक्ष्यी और ज़ॉनोनी ज़ॉना के रिकॉर्ड के बराबर था, जिसके साथ १,६६६२.२.
d010.s010	Casillas will play today against the Tricolor and will impose a new record of 127 international matches for Spain .	काज़ीमीर आज ट्रिअर्स के खिलाफ खेलेगा और 127 अंतर्राष्ट्रीय प्रतियोगिताओं का नया रिकार्ड स्पेन के लिए डाल देगा ।	casilla will play today against the tricolor and will impose a new record of 127 international match for spain .	काज़ीमीर आज ट्रिअर्स के खिलाफ खेलेगा और 127 अंतर्राष्ट्रीय प्रतियोगिताओं का नया रिकार्ड स्पेन के लिए डाल देगा ।	काज़ीमीर आज ट्रिअर्स के खिलाफ खेलेगा और 127 अंतर्राष्ट्रीय प्रतियोगिताओं का नया रिकार्ड स्पेन के लिए डाल देगा ।
d010.s011	Xavi Hernandez , the player of Barcelona , has 106 matches .	बार्सिलोना के खिलाड़ी, Xaviverrors, 106 मैच है.	xavus hernandez , the player of barcelona , have 106 match .	बार्सिलोना के खिलाड़ी, Xaviverrors, 106 मैच है.	बार्सिलोना के खिलाड़ी, Xaviverrors, 106 मैच है.
d010.s012	Casillas and Xavi were recognized last week by UEFA together with the other player of the Iberian team , Zubizarreta with 126 matches and Schalke striker Raul Gonzalez with 102 .	काज़ीला और एक्सावी को पिछले हफ्ते इबरियन टीम के दूसरे खिलाड़ी, जाबजार के साथ अमरीका में पहचान लिया गया ।	casilla and xavus be recognize last week by uefa together with the other player of the iberian team , zubizarreta with 126 match and schalke striker raul gonzalez with 102 .	काज़ीला और एक्सावी को पिछले हफ्ते इबरियन टीम के दूसरे खिलाड़ी, जाबजार के साथ अमरीका में पहचान लिया गया ।	काज़ीला और एक्सावी को पिछले हफ्ते इबरियन टीम के दूसरे खिलाड़ी, जाबजार के साथ अमरीका में पहचान लिया गया ।
d010.s013	Almost near the centennial number is Carles Puyol , with 97 games .	लगभग १०० प्रतिशत लोगों की संख्या लगभग १,००,००० है, जिनमें ९७ खेल हैं ।	almost near the centennial number be carle puyol , with 97 game .	लगभग १०० प्रतिशत लोगों की संख्या लगभग १,००,००० है, जिनमें ९७ खेल हैं ।	लगभग १०० प्रतिशत लोगों की संख्या लगभग १,००,००० है, जिनमें ९७ खेल हैं ।
d010.s014	Xabi Alonso follows them with 91 , Fernando Torres , with 90 , David Villa and Sergio Ramos , both with 81 , Andres Iniesta , with 62 , Cesc Fabregas , with 61 , and David Silva , with 53 .	वे कहते हैं: “यहोवा के साक्षियों के साथ बाइबल अध्ययन शुरू करने के लिए, हम सभी ने जो कुछ किया है, उसके बारे में मैं सोचता हूँ । ”	xabus alonso follow they with 91 , fernando torre , with 90 , david villa and sergio ramo , both with 81 , andre iniesta , with 62 , cesc fabrega , with 61 , and david silva , with 53 .	वे कहते हैं: “यहोवा के साक्षियों के साथ बाइबल अध्ययन शुरू करने के लिए, हम सभी ने जो कुछ किया है, उसके बारे में मैं सोचता हूँ । ”	वे कहते हैं: “यहोवा के साक्षियों के साथ बाइबल अध्ययन शुरू करने के लिए, हम सभी ने जो कुछ किया है, उसके बारे में मैं सोचता हूँ । ”
d010.s015	On Costa Rican side , and close to Michael Umana , are the left-lateral Junior Diaz , with 48 matches and the striker Bryan Ruiz , with 45 .	कोस्टा रिका के पास , और माइकल उमना के करीब हैं, जो कि बायीं ओर है, बाद में बचे हुए जूया जूया डाज़ के साथ 48 मैच और टैफ राइज, के साथ 45 के साथ।	on costa rican side , and close to michael umana , be the left-lateral junior diaz , with 48 match and the striker bryan ruiz , with 45 .	कोस्टा रिका के पास , और माइकल उमना के करीब हैं, जो कि बायीं ओर है, बाद में बचे हुए जूया जूया डाज़ के साथ 48 मैच और टैफ राइज, के साथ 45 के साथ।	कोस्टा रिका के पास , और माइकल उमना के करीब हैं, जो कि बायीं ओर है, बाद में बचे हुए जूया जूया डाज़ के साथ 48 मैच और टैफ राइज, के साथ 45 के साथ।
d010.s016	After this , only five exceeded the 30 games : Keilor Navas with 31 , Randall Azofeifa with 32 , Michael Barrantes with 31 , Carlos Hernandez with 36 and Jose Luis Lopez with 35 .	इसके बाद, केवल 30 खेलों से भी ज़्यादा हो गए: केरिल नावा 31 के साथ।	after this , only five exceed the 30 game : keilor nava with 31 , randall azofeifa with 32 , michael barrante with 31 , carlo hernandez with 36 and jose lui lopez with 35 .	इसके बाद, केवल 30 खेलों से भी ज़्यादा हो गए: केरिल नावा 31 के साथ।	इसके बाद, केवल 30 खेलों से भी ज़्यादा हो गए: केरिल नावा 31 के साथ।
d010.s017	The least .	कम से कम.	the least .	कम से कम.	कम से कम.
d010.s018	More than 30 matches in Spain have Gerard Piqué ( 37 ) , Sergio Busquets ( 36 ) , Santiago Santi Cazorla ( 32 ) , Alvaro Arbeloa ( 31 ) and Raul Albiol ( 31 ) .	स्पेन में 30 से भी ज़्यादा मैचों के साथ - साथ, सरगओ बस्स ( 37) , सांटो बस्स ( 36) , एवारोरोआ (32) और राल अलबा ( 31) 31 (15) ।	more than 30 match in spain have gerard piqué ( 37 ) , sergio busquet ( 36 ) , santiago santus cazorlum ( 32 ) , alvaro arbeloa ( 31 ) and raul albiol ( 31 ) .	स्पेन में 30 से भी ज़्यादा मैचों के साथ - साथ, सरगओ बस्स ( 37) , सांटो बस्स ( 36) , एवारोरोआ (32) और राल अलबा ( 31) 31 (15) ।	स्पेन में 30 से भी ज़्यादा मैचों के साथ - साथ, सरगओ बस्स ( 37) , सांटो बस्स ( 36) , एवारोरोआ (32) और राल अलबा ( 31) 31 (15) ।
d010.s019	On the national side , with less than 30 presences , there are Roy Miller with 26 , Winston Parks with 26 , Gabriel Badilla with 25 and Roy Myrie with 23 .	राष्ट्रीय पक्ष में, 30 से भी कम उपस्थिति के साथ, रॉय मिलर 26 , गेब्रीला पार्क के साथ 26 , गेब्रीली और 23 के साथ हैं.	on the national side , with less than 30 presence , there be roy miller with 26 , winston park with 26 , gabriel badillum with 25 and roy myrie with 23 .	राष्ट्रीय पक्ष में, 30 से भी कम उपस्थिति के साथ, रॉय मिलर 26 , गेब्रीला पार्क के साथ 26 , गेब्रीली और 23 के साथ हैं.	राष्ट्रीय पक्ष में, 30 से भी कम उपस्थिति के साथ, रॉय मिलर 26 , गेब्रीला पार्क के साथ 26 , गेब्रीली और 23 के साथ हैं.
d010.s020	The rest does n't come near the 20 .	बाकी 20 के पास नहीं आता है.	the rest do n't come near the 20 .	बाकी 20 के पास नहीं आता है.	बाकी 20 के पास नहीं आता है.
